"uniprot_id"	"prediction_disorder_mobidb_lite"	"prediction_disorder_alphafold"	"hgnc_symbol"	"start_position"	"end_position"	"gene_biotype"
"1804"	"P09455"	NA	0	"RBP1"	139517434	139539829	"protein_coding"
"1805"	"P09466"	NA	0.122	"PAEP"	135561756	135566955	"protein_coding"
"1806"	"P09467"	NA	0.033	"FBP1"	94603133	94640249	"protein_coding"
"1807"	"P09471"	NA	0.042	"GNAO1"	56189660	56357444	"protein_coding"
"1808"	"P09486"	NA	0.248	"SPARC"	151661096	151686975	"protein_coding"
"1809"	"P09488"	NA	0	"GSTM1"	109687814	109709039	"protein_coding"
"1810"	"P09493"	0.208	0.623	"TPM1"	63042620	63071915	"protein_coding"
"1811"	"P09496"	0.371	0.56	"CLTA"	36190856	36304781	"protein_coding"
"1812"	"P09497"	0.358	0.528	"CLTB"	176392501	176416539	"protein_coding"
"1813"	"P09525"	NA	0	"ANXA4"	69644425	69827112	"protein_coding"
"1814"	"P09543"	NA	0.097	"CNP"	41966763	41977740	"protein_coding"
"1815"	"P09564"	0.138	0.529	"CD7"	82314868	82317608	"protein_coding"
"1816"	"P09601"	0.132	0.247	"HMOX1"	35380361	35394214	"protein_coding"
"1817"	"P09603"	0.531	0.724	"CSF1"	109910242	109930992	"protein_coding"
"1818"	"P09619"	0.08	0.242	"PDGFRB"	150113839	150155872	"protein_coding"
"1819"	"P09622"	NA	0.069	"DLD"	107891162	107931730	"protein_coding"
"1820"	"P09630"	0.153	0.779	"HOXC6"	53990624	54030823	"protein_coding"
"1821"	"P09651"	0.242	0.511	"HNRNPA1"	54280193	54287088	"protein_coding"
"1822"	"P09661"	0.243	0.208	"SNRPA1"	101281510	101295282	"protein_coding"
"1823"	"P09668"	NA	0.075	"CTSH"	78921058	78949574	"protein_coding"
"1824"	"P09669"	NA	0.547	"COX6C"	99873200	99893707	"protein_coding"
"1825"	"P09693"	NA	0.593	"CD3G"	118344344	118355161	"protein_coding"
"1826"	"P09769"	NA	0.149	"FGR"	27612064	27635185	"protein_coding"
"1827"	"P09848"	0.013	0.041	"LCT"	135787850	135837184	"protein_coding"
"1828"	"P09874"	0.06	0.123	"PARP1"	226360210	226408154	"protein_coding"
"1829"	"P09884"	0.054	0.228	"POLA1"	24693873	24996986	"protein_coding"
"1830"	"P09913"	0.057	0.044	"IFIT2"	89283694	89309271	"protein_coding"
"1831"	"P09914"	NA	0.01	"IFIT1"	89392546	89406487	"protein_coding"
"1832"	"P09917"	NA	0	"ALOX5"	215007	286950	"protein_coding"
"1833"	"P09936"	NA	0	"UCHL1"	41256413	41268455	"protein_coding"
"1834"	"P09960"	NA	0	"LTA4H"	96000753	96043520	"protein_coding"
"1835"	"P09972"	NA	0.014	"ALDOC"	28573115	28576948	"protein_coding"
"1836"	"P0C024"	NA	0.025	"NUDT7"	77722492	77742260	"protein_coding"
"1837"	"P0C091"	NA	0.041	"FREM3"	143577302	143700675	"protein_coding"
"1838"	"P0C0L4"	NA	0.061	"C4A"	3237995	3258653	"protein_coding"
"1839"	"P0C1S8"	0.302	0.473	"WEE2"	141708353	141731271	"protein_coding"
"1840"	"P0C1Z6"	0.451	0.775	"TFPT"	81433	90168	"protein_coding"
"1841"	"P0C221"	NA	0.552	"CCDC175"	59504539	59576812	"protein_coding"
"1842"	"P0C2W1"	NA	0.14	"FBXO45"	196568611	196589059	"protein_coding"
"1843"	"P0C671"	0.707	0.828	"BNIP5"	36315761	36336888	"protein_coding"
"1844"	"P0C672"	NA	0	"TSPAN19"	85014311	85036277	"protein_coding"
"1845"	"P0C7I6"	0.141	0.653	"CCDC159"	11344684	11354944	"protein_coding"
"1846"	"P0C7M7"	NA	0.053	"ACSM4"	7304072	7328719	"protein_coding"
"1847"	"P0C7P0"	NA	0.236	"CISD3"	2765554	2770363	"protein_coding"
"1848"	"P0C7P3"	NA	0.046	"SLFN14"	35543985	35560819	"protein_coding"
"1849"	"P0C7T5"	0.322	0.827	"ATXN1L"	71808439	71885268	"protein_coding"
"1850"	"P0C7U0"	0.159	0.552	"ELFN1"	1665745	1747946	"protein_coding"
"1851"	"P0C7V8"	0.295	0.307	"DCAF8L2"	27590344	27749942	"protein_coding"
"1852"	"P0C7X2"	0.482	0.554	"ZNF688"	30569672	30572734	"protein_coding"
"1853"	"P0C851"	NA	0.518	"PIRT"	10822470	10838087	"protein_coding"
"1854"	"P0C870"	NA	0	"JMJD7"	41828092	41837581	"protein_coding"
"1855"	"P0C875"	NA	0.549	"FAM228B"	24076526	24169640	"protein_coding"
"1856"	"P0CAP2"	0.418	0.832	"POLR2M"	57706695	57782762	"protein_coding"
"1857"	"P0CB38"	NA	0.008	"PABPC4L"	134196333	134201789	"protein_coding"
"1858"	"P0CB47"	0.219	0.341	"UBTFL1"	90085950	90087131	"protein_coding"
"1859"	"P0CG12"	0.483	1	"DERPC"	69118010	69132588	"protein_coding"
"1860"	"P0CG13"	NA	0.256	"CHTF8"	69118010	69132588	"protein_coding"
"1861"	"P0CG23"	0.209	0.733	"ZNF853"	6615610	6624290	"protein_coding"
"1862"	"P0CG38"	0.201	0.376	"POTEI"	130459455	130509707	"protein_coding"
"1863"	"P0CG39"	0.209	0.343	"POTEJ"	130611440	130658037	"protein_coding"
"1864"	"P0CJ78"	0.272	0.528	"ZNF865"	55605647	55617269	"protein_coding"
"1865"	"P0CW24"	NA	0.251	"PNMA6A"	153072454	153075019	"protein_coding"
"1866"	"P0DI83"	0.672	0.455	"RAB34"	28714281	28718429	"protein_coding"
"1867"	"P0DJ07"	NA	0.849	"PET100"	7629788	7631956	"protein_coding"
"1868"	"P0DJ93"	0.495	0.989	"SMIM13"	11093834	11138733	"protein_coding"
"1869"	"P0DJH9"	0.182	0.399	"RD3L"	103940426	103942561	"protein_coding"
"1870"	"P0DMB2"	0.171	1	"C8orf88"	90958471	90985238	"protein_coding"
"1871"	"P0DME0"	0.623	0.421	"SETSIP"	92074533	92075411	"protein_coding"
"1872"	"P0DMQ5"	0.732	0.98	"INAFM2"	40323692	40326715	"protein_coding"
"1873"	"P0DMW2"	NA	0.689	"NLRP2B"	57677067	57680260	"protein_coding"
"1874"	"P0DN87"	0.212	0.436	"CGB7"	49054274	49058860	"protein_coding"
"1875"	"P0DP91"	0.249	0.382	"ERCC6"	49454168	49539538	"protein_coding"
"1876"	"P0DPB5"	0.615	0.926	"POLR1D"	27620742	27744237	"protein_coding"
"1877"	"P0DPB6"	NA	0.331	"POLR1D"	27620742	27744237	"protein_coding"
"1878"	"P0DPD7"	NA	0.165	"EEF1AKMT4"	184249672	184258759	"protein_coding"
"1879"	"P10071"	0.262	0.887	"GLI3"	41960949	42264100	"protein_coding"
"1880"	"P10074"	0.078	0.374	"ZBTB48"	6579994	6589280	"protein_coding"
"1881"	"P10075"	0.319	0.489	"GLI4"	143267433	143276931	"protein_coding"
"1882"	"P10109"	0.125	0.397	"FDX1"	110429948	110464884	"protein_coding"
"1883"	"P10114"	NA	0.066	"RAP2A"	97434169	97469128	"protein_coding"
"1884"	"P10124"	0.158	0.829	"SRGN"	69088103	69104805	"protein_coding"
"1885"	"P10155"	NA	0	"RO60"	193059454	193091777	"protein_coding"
"1886"	"P10242"	0.052	0.748	"MYB"	135181308	135219173	"protein_coding"
"1887"	"P10244"	0.14	0.767	"MYBL2"	43667019	43716495	"protein_coding"
"1888"	"P10253"	0.038	0.084	"GAA"	80101533	80119881	"protein_coding"
"1889"	"P10275"	0.18	0.62	"AR"	67544021	67730619	"protein_coding"
"1890"	"P10276"	0.152	0.338	"RARA"	40309180	40357643	"protein_coding"
"1891"	"P10301"	0.138	0.193	"RRAS"	49635292	49640143	"protein_coding"
"1892"	"P10321"	NA	0.23	"HLA-C"	31268749	31272130	"protein_coding"
"1893"	"P10398"	0.163	0.332	"ARAF"	47561205	47571908	"protein_coding"
"1894"	"P10412"	0.772	0.667	"H1-4"	26156329	26157115	"protein_coding"
"1895"	"P10415"	0.197	0.276	"BCL2"	63123346	63320128	"protein_coding"
"1896"	"P10451"	0.796	1	"SPP1"	87975667	87983532	"protein_coding"
"1897"	"P10515"	0.142	0.351	"DLAT"	112025033	112064404	"protein_coding"
"1898"	"P10523"	NA	0.077	"SAG"	253154	292393	"protein_coding"
"1899"	"P10586"	0.021	0.067	"PTPRF"	43525187	43623666	"protein_coding"
"1900"	"P10588"	0.121	0.265	"NR2F6"	17231883	17245919	"protein_coding"
"1901"	"P10599"	NA	0	"TXN"	110243810	110256507	"protein_coding"
"1902"	"P10606"	0.155	0.31	"COX5B"	97646062	97648383	"protein_coding"
"1903"	"P10619"	NA	0.052	"CTSA"	45890144	45898949	"protein_coding"
"1904"	"P10636"	0.782	0.988	"MAPT"	760287	893653	"protein_coding"
"1905"	"P10644"	0.087	0.16	"PRKAR1A"	68511780	68551319	"protein_coding"
"1906"	"P10721"	NA	0.185	"KIT"	54657267	54740783	"protein_coding"
"1907"	"P10746"	NA	0	"UROS"	125784980	125823288	"protein_coding"
"1908"	"P10768"	NA	0	"ESD"	46771256	46797420	"protein_coding"
"1909"	"P10809"	NA	0.091	"HSPD1"	197486584	197516737	"protein_coding"
"1910"	"P10826"	0.16	0.325	"RARB"	24687887	25597932	"protein_coding"
"1911"	"P10827"	0.135	0.243	"THRA"	40058290	40093867	"protein_coding"
"1912"	"P10828"	NA	0.23	"THRB"	24117153	24495756	"protein_coding"
"1913"	"P10909"	NA	0.145	"CLU"	27596917	27614700	"protein_coding"
"1914"	"P10911"	NA	0.235	"MCF2"	139581770	139708216	"protein_coding"
"1915"	"P10914"	0.228	0.637	"IRF1"	132440440	132508719	"protein_coding"
"1916"	"P11021"	0.034	0.064	"HSPA5"	125234853	125241382	"protein_coding"
"1917"	"P11047"	NA	0.13	"LAMC1"	183023420	183145592	"protein_coding"
"1918"	"P11049"	NA	0.068	"CD37"	49335171	49343335	"protein_coding"
"1919"	"P11055"	NA	0.17	"MYH3"	10628526	10657309	"protein_coding"
"1920"	"P11117"	NA	0.158	"ACP2"	47239302	47248906	"protein_coding"
"1921"	"P11137"	0.505	0.996	"MAP2"	209424047	209734147	"protein_coding"
"1922"	"P11142"	0.051	0.054	"HSPA8"	123057489	123063230	"protein_coding"
"1923"	"P11166"	0.051	0.037	"SLC2A1"	42925353	42958893	"protein_coding"
"1924"	"P11168"	NA	0.103	"SLC2A2"	170996347	171026743	"protein_coding"
"1925"	"P11169"	NA	0.036	"SLC2A3"	7919230	8019007	"protein_coding"
"1926"	"P11171"	0.3	0.545	"EPB41"	28887091	29120046	"protein_coding"
"1927"	"P11172"	NA	0.017	"UMPS"	124730433	124749273	"protein_coding"
"1928"	"P11177"	NA	0.081	"PDHB"	58427630	58433857	"protein_coding"
"1929"	"P11182"	0.046	0.315	"DBT"	100186919	100249834	"protein_coding"
"1930"	"P11215"	NA	0.057	"ITGAM"	31259967	31332892	"protein_coding"
"1931"	"P11216"	NA	0.017	"PYGB"	25248085	25298012	"protein_coding"
"1932"	"P11217"	NA	0.011	"PYGM"	64746389	64759974	"protein_coding"
"1933"	"P11230"	NA	0.208	"CHRNB1"	65518	78167	"protein_coding"
"1934"	"P11233"	NA	0.126	"RALA"	39623565	39708120	"protein_coding"
"1935"	"P11234"	0.131	0.141	"RALB"	120240064	120294710	"protein_coding"
"1936"	"P11245"	NA	0	"NAT2"	18391282	18401218	"protein_coding"
"1937"	"P11274"	0.267	0.346	"BCR"	23179704	23318037	"protein_coding"
"1938"	"P11277"	0.035	0.067	"SPTB"	64746283	64879907	"protein_coding"
"1939"	"P11279"	0.091	0.209	"LAMP1"	113297239	113323672	"protein_coding"
"1940"	"P11308"	0.2	0.582	"ERG"	38380027	38661780	"protein_coding"
"1941"	"P11309"	NA	0.109	"PIM1"	37170152	37175428	"protein_coding"
"1942"	"P11310"	NA	0.1	"ACADM"	75724431	75787575	"protein_coding"
"1943"	"P11362"	0.097	0.282	"FGFR1"	38400215	38468834	"protein_coding"
"1944"	"P11387"	0.26	0.269	"TOP1"	41028822	41124487	"protein_coding"
"1945"	"P11388"	0.25	0.251	"TOP2A"	40388525	40417896	"protein_coding"
"1946"	"P11413"	NA	0.023	"G6PD"	154517825	154547572	"protein_coding"
"1947"	"P11441"	NA	0.306	"UBL4A"	154483717	154486615	"protein_coding"
"1948"	"P11474"	0.158	0.274	"ESRRA"	64305497	64316743	"protein_coding"
"1949"	"P11488"	0.06	0.046	"GNAT1"	50191610	50197696	"protein_coding"
"1950"	"P11498"	NA	0.027	"PC"	66848417	66958386	"protein_coding"
"1951"	"P11511"	NA	0.068	"CYP19A1"	51208057	51338601	"protein_coding"
"1952"	"P11532"	0.03	NA	"DMD"	31097677	33339609	"protein_coding"
"1953"	"P11586"	NA	0	"MTHFD1"	64388031	64463457	"protein_coding"
"1954"	"P11712"	NA	0.01	"CYP2C9"	94938658	94990091	"protein_coding"
"1955"	"P11717"	0.027	0.091	"IGF2R"	159969082	160113507	"protein_coding"
"1956"	"P11766"	NA	0	"ADH5"	99070978	99088801	"protein_coding"
"1957"	"P11802"	NA	0.03	"CDK4"	57747727	57756013	"protein_coding"
"1958"	"P11831"	0.281	0.876	"SRF"	43171269	43181506	"protein_coding"
"1959"	"P11836"	0.172	0.37	"MS4A1"	60455846	60470752	"protein_coding"
"1960"	"P11908"	NA	0	"PRPS2"	12791355	12824222	"protein_coding"
"1961"	"P11912"	NA	0.504	"CD79A"	41877279	41881372	"protein_coding"
"1962"	"P11926"	NA	0.108	"ODC1"	10439968	10448327	"protein_coding"
"1963"	"P11940"	NA	0.277	"PABPC1"	100685816	100722809	"protein_coding"
"1964"	"P12004"	NA	0.019	"PCNA"	5114953	5126626	"protein_coding"
"1965"	"P12018"	0.172	0.303	"VPREB1"	22244780	22245515	"protein_coding"
"1966"	"P12036"	0.582	0.733	"NEFH"	29480218	29491390	"protein_coding"
"1967"	"P12074"	NA	0.67	"COX6A1"	120438090	120440737	"protein_coding"
"1968"	"P12081"	NA	0.028	"HARS1"	140673035	140691537	"protein_coding"
"1969"	"P12107"	0.613	0.752	"COL11A1"	102876467	103108872	"protein_coding"
"1970"	"P12109"	0.328	0.363	"COL6A1"	45981770	46005050	"protein_coding"
"1971"	"P12110"	0.326	0.375	"COL6A2"	46098112	46132848	"protein_coding"
"1972"	"P12111"	0.137	NA	"COL6A3"	237324003	237414328	"protein_coding"
"1973"	"P12235"	NA	0.01	"SLC25A4"	185143266	185150382	"protein_coding"
"1974"	"P12236"	NA	0	"SLC25A6"	1386152	1392113	"protein_coding"
"1975"	"P12259"	0.082	0.393	"F5"	169511951	169586588	"protein_coding"
"1976"	"P12268"	NA	0.058	"IMPDH2"	49024325	49029447	"protein_coding"
"1977"	"P12270"	0.241	0.528	"TPR"	186311652	186375693	"protein_coding"
"1978"	"P12273"	NA	0.185	"PIP"	143132077	143139739	"protein_coding"
"1979"	"P12277"	0.071	0	"CKB"	103519667	103522833	"protein_coding"
"1980"	"P12318"	0.082	0.397	"FCGR2A"	161505430	161524013	"protein_coding"
"1981"	"P12429"	NA	0	"ANXA3"	78551747	78610451	"protein_coding"
"1982"	"P12544"	NA	0.107	"GZMA"	55102646	55110252	"protein_coding"
"1983"	"P12645"	0.125	0.396	"BMP3"	81030708	81057627	"protein_coding"
"1984"	"P12755"	0.195	0.507	"SKI"	2227388	2310213	"protein_coding"
"1985"	"P12757"	0.051	0.599	"SKIL"	170357342	170396835	"protein_coding"
"1986"	"P12814"	NA	0.027	"ACTN1"	68874128	68979440	"protein_coding"
"1987"	"P12829"	0.213	0.218	"MYL4"	47200446	47223679	"protein_coding"
"1988"	"P12882"	NA	0.196	"MYH1"	10492307	10518542	"protein_coding"
"1989"	"P12883"	0.015	0.211	"MYH7"	23412740	23435660	"protein_coding"
"1990"	"P12931"	0.099	0.149	"SRC"	37344685	37406050	"protein_coding"
"1991"	"P12955"	NA	0.028	"PEPD"	33386950	33521823	"protein_coding"
"1992"	"P12956"	0.09	0.182	"XRCC6"	41621163	41664048	"protein_coding"
"1993"	"P12980"	0.454	0.793	"LYL1"	13099033	13103161	"protein_coding"
"1994"	"P13010"	NA	0.202	"XRCC5"	216107464	216206303	"protein_coding"
"1995"	"P13051"	0.217	0.243	"UNG"	109097597	109126725	"protein_coding"
"1996"	"P13056"	NA	0.444	"NR2C1"	95020229	95073628	"protein_coding"
"1997"	"P13073"	NA	0.349	"COX4I1"	85798633	85807068	"protein_coding"
"1998"	"P13196"	0.069	0.234	"ALAS1"	52198086	52214327	"protein_coding"
"1999"	"P13284"	NA	0.272	"IFI30"	18173162	18178117	"protein_coding"
"2000"	"P13378"	0.497	0.814	"HOXD8"	176129694	176132695	"protein_coding"
"2001"	"P13473"	0.056	0.215	"LAMP2"	120426148	120469365	"protein_coding"
"2002"	"P13489"	NA	0	"RNH1"	24153	36941	"protein_coding"
"2003"	"P13498"	0.318	0.303	"CYBA"	88643275	88651083	"protein_coding"
"2004"	"P13521"	0.165	0.959	"SCG2"	223596940	223602361	"protein_coding"
"2005"	"P13533"	0.029	0.238	"MYH6"	23381982	23408273	"protein_coding"
"2006"	"P13535"	0.011	0.124	"MYH8"	10390322	10421950	"protein_coding"
"2007"	"P13569"	0.02	0.171	"CFTR"	117287120	117715971	"protein_coding"
"2008"	"P13584"	NA	0.037	"CYP4B1"	46757838	46819413	"protein_coding"
"2009"	"P13591"	0.108	0.21	"NCAM1"	112961275	113278436	"protein_coding"
"2010"	"P13598"	NA	0.215	"ICAM2"	64002594	64020634	"protein_coding"
"2011"	"P13611"	0.163	NA	"VCAN"	83471618	83582303	"protein_coding"
"2012"	"P13612"	NA	0.084	"ITGA4"	181457202	181538940	"protein_coding"
"2013"	"P13639"	NA	0	"EEF2"	3976056	3985463	"protein_coding"
"2014"	"P13645"	0.267	0.613	"KRT10"	40818117	40822614	"protein_coding"
"2015"	"P13646"	0.085	0.583	"KRT13"	41500981	41505705	"protein_coding"
"2016"	"P13647"	0.076	0.634	"KRT5"	52514575	52520530	"protein_coding"
"2017"	"P13667"	0.054	0.093	"PDIA4"	149003062	149028662	"protein_coding"
"2018"	"P13674"	NA	0.069	"P4HA1"	73007217	73096974	"protein_coding"
"2019"	"P13682"	0.044	0.429	"ZNF35"	174086	186145	"protein_coding"
"2020"	"P13688"	0.101	0.253	"CEACAM1"	42507304	42561234	"protein_coding"
"2021"	"P13693"	NA	0.128	"TPT1"	45333471	45341284	"protein_coding"
"2022"	"P13716"	NA	0.039	"ALAD"	113386312	113401290	"protein_coding"
"2023"	"P13747"	0.073	0.209	"HLA-E"	30489509	30494194	"protein_coding"
"2024"	"P13765"	NA	0.271	"HLA-DOB"	32812763	32820466	"protein_coding"
"2025"	"P13796"	NA	0.014	"LCP1"	46125920	46211871	"protein_coding"
"2026"	"P13797"	NA	0.041	"PLS3"	115561174	115650861	"protein_coding"
"2027"	"P13798"	NA	0.031	"APEH"	49674014	49683971	"protein_coding"
"2028"	"P13804"	NA	0.054	"ETFA"	76188555	76311730	"protein_coding"
"2029"	"P13807"	0.141	0.138	"GYS1"	48968130	48993310	"protein_coding"
"2030"	"P13861"	0.109	0.228	"PRKAR2A"	48744597	48847874	"protein_coding"
"2031"	"P13866"	NA	0.078	"SLC5A1"	32043261	32113029	"protein_coding"
"2032"	"P13929"	NA	0	"ENO3"	4948092	4957131	"protein_coding"
"2033"	"P13984"	NA	0.257	"GTF2F2"	45120510	45284893	"protein_coding"
"2034"	"P13995"	NA	0.131	"MTHFD2"	74186172	74217565	"protein_coding"
"2035"	"P14151"	NA	0.22	"SELL"	169690665	169711702	"protein_coding"
"2036"	"P14174"	NA	0.009	"MIF"	23894383	23895227	"protein_coding"
"2037"	"P14207"	NA	0.114	"FOLR2"	72216601	72221950	"protein_coding"
"2038"	"P14209"	0.67	0.995	"CD99"	2691187	2741309	"protein_coding"
"2039"	"P14210"	NA	0.069	"HGF"	81699010	81770438	"protein_coding"
"2040"	"P14314"	0.208	0.205	"PRKCSH"	11435284	11450968	"protein_coding"
"2041"	"P14316"	0.315	0.676	"IRF2"	184385702	184474558	"protein_coding"
"2042"	"P14317"	0.364	0.891	"HCLS1"	121631399	121660927	"protein_coding"
"2043"	"P14324"	NA	0.177	"FDPS"	155308748	155320666	"protein_coding"
"2044"	"P14373"	NA	0.058	"TRIM27"	28903002	28923988	"protein_coding"
"2045"	"P14384"	NA	0.099	"CPM"	68842197	68971570	"protein_coding"
"2046"	"P14406"	NA	0.663	"COX7A2"	75237675	75250323	"protein_coding"
"2047"	"P14415"	NA	0.062	"ATP1B2"	7646627	7657770	"protein_coding"
"2048"	"P14543"	NA	0.129	"NID1"	235975830	236065109	"protein_coding"
"2049"	"P14550"	NA	0	"AKR1A1"	45550543	45570049	"protein_coding"
"2050"	"P14598"	0.272	0.172	"NCF1"	74774011	74789315	"protein_coding"
"2051"	"P14616"	0.062	0.151	"INSRR"	156840063	156859117	"protein_coding"
"2052"	"P14618"	NA	0.017	"PKM"	72199029	72231819	"protein_coding"
"2053"	"P14621"	NA	0	"ACYP2"	53970838	54305300	"protein_coding"
"2054"	"P14625"	0.112	0.219	"HSP90B1"	103930107	103953931	"protein_coding"
"2055"	"P14635"	0.122	0.351	"CCNB1"	69167135	69178245	"protein_coding"
"2056"	"P14649"	0.245	0.274	"MYL6B"	56152256	56159647	"protein_coding"
"2057"	"P14651"	0.459	0.886	"HOXB3"	48548870	48604912	"protein_coding"
"2058"	"P14672"	NA	0.075	"SLC2A4"	37046	43585	"protein_coding"
"2059"	"P14678"	0.325	0.646	"SNRPB"	2461634	2470853	"protein_coding"
"2060"	"P14679"	0.051	0.142	"TYR"	89177875	89295759	"protein_coding"
"2061"	"P14735"	NA	0.048	"IDE"	92451684	92574096	"protein_coding"
"2062"	"P14778"	0.053	0.095	"IL1R1"	102064544	102179874	"protein_coding"
"2063"	"P14784"	0.132	0.588	"IL2RB"	37118666	37175118	"protein_coding"
"2064"	"P14854"	NA	0.186	"COX6B1"	35648323	35658782	"protein_coding"
"2065"	"P14859"	0.24	0.83	"POU2F1"	167220876	167427345	"protein_coding"
"2066"	"P14866"	0.331	0.314	"HNRNPL"	246060	262019	"protein_coding"
"2067"	"P14868"	NA	0.064	"DARS1"	135905881	135986100	"protein_coding"
"2068"	"P14902"	0.055	0	"IDO1"	39902275	39928790	"protein_coding"
"2069"	"P14921"	NA	0.481	"ETS1"	128458761	128587558	"protein_coding"
"2070"	"P14923"	NA	0.212	"JUP"	41754604	41786931	"protein_coding"
"2071"	"P14927"	NA	0.126	"UQCRB"	96222947	96235546	"protein_coding"
"2072"	"P15036"	0.055	0.512	"ETS2"	38805183	38824955	"protein_coding"
"2073"	"P15056"	0.242	0.379	"BRAF"	140719327	140924929	"protein_coding"
"2074"	"P15104"	NA	0.003	"GLUL"	182378098	182392206	"protein_coding"
"2075"	"P15121"	NA	0	"AKR1B1"	134442356	134459284	"protein_coding"
"2076"	"P15144"	0.024	0.058	"ANPEP"	89784895	89815401	"protein_coding"
"2077"	"P15151"	NA	0.24	"PVR"	44643798	44666162	"protein_coding"
"2078"	"P15153"	NA	0.062	"RAC2"	37225270	37259594	"protein_coding"
"2079"	"P15170"	0.138	0.13	"GSPT1"	11868128	11916082	"protein_coding"
"2080"	"P15259"	NA	0	"PGAM2"	44062727	44065567	"protein_coding"
"2081"	"P15260"	0.223	0.552	"IFNGR1"	137197483	137219449	"protein_coding"
"2082"	"P15289"	NA	0.032	"ARSA"	50622754	50628173	"protein_coding"
"2083"	"P15291"	0.143	0.329	"B4GALT1"	33104082	33167356	"protein_coding"
"2084"	"P15311"	0.198	0.07	"EZR"	158765741	158819368	"protein_coding"
"2085"	"P15313"	NA	0.084	"ATP6V1B1"	70935900	70965431	"protein_coding"
"2086"	"P15336"	0.384	0.929	"ATF2"	175072250	175168382	"protein_coding"
"2087"	"P15374"	NA	0	"UCHL3"	75549483	75606020	"protein_coding"
"2088"	"P15391"	0.354	0.541	"CD19"	28931965	28939342	"protein_coding"
"2089"	"P15407"	0.531	0.911	"FOSL1"	65892049	65900573	"protein_coding"
"2090"	"P15408"	0.457	0.917	"FOSL2"	28392448	28417317	"protein_coding"
"2091"	"P15428"	NA	0.045	"HPGD"	174490175	174523154	"protein_coding"
"2092"	"P15498"	NA	0.052	"VAV1"	6772708	6857366	"protein_coding"
"2093"	"P15529"	0.097	0.324	"CD46"	207752037	207795513	"protein_coding"
"2094"	"P15531"	NA	0.033	"NME1"	51153559	51162428	"protein_coding"
"2095"	"P15559"	NA	0	"NQO1"	69706996	69726668	"protein_coding"
"2096"	"P15586"	NA	0.112	"GNS"	64713445	64759431	"protein_coding"
"2097"	"P15621"	NA	0.29	"ZNF44"	12224686	12294883	"protein_coding"
"2098"	"P15622"	NA	0.264	"ZNF250"	144876497	144902168	"protein_coding"
"2099"	"P15692"	0.129	0.461	"VEGFA"	43770184	43786487	"protein_coding"
"2100"	"P15735"	NA	0.241	"PHKG2"	30748293	30761176	"protein_coding"
"2101"	"P15814"	NA	0.516	"IGLL1"	23573125	23580302	"protein_coding"
"2102"	"P15822"	0.35	NA	"HIVEP1"	12008762	12164999	"protein_coding"
"2103"	"P15848"	NA	0.088	"ARSB"	78777209	78986087	"protein_coding"
"2104"	"P15880"	0.191	0.256	"RPS2"	1962058	1964841	"protein_coding"
"2105"	"P15882"	NA	0.144	"CHN1"	174798809	175005381	"protein_coding"
"2106"	"P15884"	0.696	0.903	"TCF4"	55222185	55664787	"protein_coding"
"2107"	"P15907"	NA	0.236	"ST6GAL1"	186930325	187078553	"protein_coding"
"2108"	"P15918"	0.039	0.199	"RAG1"	36510372	36593156	"protein_coding"
"2109"	"P15923"	0.569	0.898	"TCF3"	1609291	1652615	"protein_coding"
"2110"	"P15924"	0.022	NA	"DSP"	7541326	7586717	"protein_coding"
"2111"	"P15927"	0.078	0.263	"RPA2"	27891524	27914746	"protein_coding"
"2112"	"P15954"	NA	0.651	"COX7C"	86617928	86620962	"protein_coding"
"2113"	"P16035"	NA	0.1	"TIMP2"	78852977	78925387	"protein_coding"
"2114"	"P16050"	NA	0	"ALOX15"	4630919	4642294	"protein_coding"
"2115"	"P16070"	0.398	0.788	"CD44"	35138882	35232402	"protein_coding"
"2116"	"P16083"	NA	0	"NQO2"	2987987	3019755	"protein_coding"
"2117"	"P16104"	0.315	0.434	"H2AX"	119093874	119095465	"protein_coding"
"2118"	"P16144"	0.057	0.215	"ITGB4"	75721328	75757818	"protein_coding"
"2119"	"P16150"	0.713	1	"SPN"	29662979	29670876	"protein_coding"
"2120"	"P16152"	NA	0	"CBR1"	36069941	36073166	"protein_coding"
"2121"	"P16157"	0.131	0.293	"ANK1"	41653220	41896741	"protein_coding"
"2122"	"P16219"	NA	0.07	"ACADS"	120725774	120740008	"protein_coding"
"2123"	"P16220"	0.214	0.807	"CREB1"	207529737	207605988	"protein_coding"
"2124"	"P16278"	0.041	0.103	"GLB1"	32996609	33097202	"protein_coding"
